total_pressure,total_enthalpy,heat_transfer_coef,Velocity,Temperature
0.033215845,704884.8798,10.15614116,10,1000
0.032313414,704890.7359,10.11596251,10,1000
0.031415513,704896.5214,10.07627016,10,1000
0.030522555,704902.2377,10.03705447,10,1000
0.029634635,704907.8861,9.998305633,10,1000
0.02875211,704913.468,9.960014387,10,1000
0.027875345,704918.9847,9.922172403,10,1000
0.027004704,704924.4373,9.884771375,10,1000
0.026140421,704929.827,9.847802835,10,1000
0.025282795,704935.155,9.811258743,10,1000
0.024432226,704940.4224,9.775131645,10,1000
0.023589003,704945.6304,9.73941392,10,1000
0.022753319,704950.78,9.704097844,10,1000
0.021925521,704955.8722,9.669176232,10,1000
0.021106017,704960.9082,9.634642335,10,1000
0.020295139,704965.8889,9.600488919,10,1000
0.019493219,704970.8153,9.566709134,10,1000
0.018700905,704975.6884,9.533296928,10,1000
0.017918689,704980.5091,9.500245897,10,1000
0.017146934,704985.2782,9.467549096,10,1000
0.016385809,704989.9969,9.435200195,10,1000
0.015636046,704994.666,9.403193243,10,1000
0.014897951,704999.2862,9.371522457,10,1000
0.014171824,705003.8585,9.340182218,10,1000
0.013458232,705008.3837,9.309166557,10,1000
0.012757712,705012.8626,9.278469279,10,1000
0.012070854,705017.2962,9.248084651,10,1000
0.011398128,705021.6852,9.218007171,10,1000
0.010740302,705026.0303,9.188231265,10,1000
0.010097989,705030.3325,9.158751522,10,1000
0.009472049,705034.5923,9.129562528,10,1000
0.008863289,705038.8106,9.10065896,10,1000
0.00827269,705042.9882,9.072035458,10,1000
0.007701289,705047.1259,9.043686954,10,1000
0.007150209,705051.2245,9.015608515,10,1000
0.006620711,705055.2847,8.987794783,10,1000
0.006114001,705059.3072,8.960240138,10,1000
0.005631653,705063.2929,8.932939058,10,1000
0.005175208,705067.2426,8.905885444,10,1000
0.004746843,705071.1569,8.879075264,10,1000
0.004348698,705075.0377,8.852496533,10,1000
0.003982693,705078.8835,8.826158863,10,1000
0.003656031,705082.6993,8.800028543,10,1000
0.00335853,705086.4836,8.774119026,10,1000
0.003126815,705090.2267,8.748489527,10,1000
0.002911154,705093.9822,8.722778322,10,1000
0.002750848,705097.605,8.697974422,10,1000
0.002848513,705101.4125,8.671912823,10,1000
0.00206335,705104.8952,8.648074392,10,1000
0.00409128,705108.5606,8.622973747,10,1000
0.000272522,705112.5155,8.595915872,10,1000
0.006313401,705115.0654,8.578457185,10,1000
-0.000382465,705118.9983,8.551498691,10,1000
-0.019879661,705122.0744,8.530425246,10,1000
37.84423767,371128.1414,913.7236096,10,1200
6.097199346,786190.0933,649.0125559,10,1200
-0.354423942,849064.6151,313.0421435,10,1200
0.475477142,863329.0385,236.8204127,10,1200
0.289813564,870440.999,198.8179817,10,1200
0.293415364,875163.9665,173.5810385,10,1200
0.251600175,878628.2712,155.0697148,10,1200
0.23800113,881339.9706,140.5799039,10,1200
0.22303669,883545.7089,128.793672,10,1200
0.21450574,885393.1562,118.9219511,10,1200
0.207230607,886973.6937,110.4764487,10,1200
0.201985551,888349.2245,103.1263881,10,1200
0.197533325,889562.5908,96.64284447,10,1200
0.193885557,890644.8992,90.85960149,10,1200
0.19065131,891619.1914,85.65353636,10,1200
0.187791915,892503.0451,80.93072428,10,1200
0.18518973,893310.1109,76.61822381,10,1200
0.18280739,894051.203,72.65824976,10,1200
0.180600223,894735.0127,69.00436087,10,1200
0.178539992,895368.6312,65.61866511,10,1200
0.176602416,895957.9106,62.46989282,10,1200
0.174768562,896507.7374,59.53193318,10,1200
0.173018114,897022.2365,56.78274432,10,1200
0.171349011,897504.912,54.2036031,10,1200
0.169749542,897958.7649,51.77847322,10,1200
0.168206814,898386.3891,49.49349489,10,1200
0.166710491,898790.0377,47.33662897,10,1200
0.165245195,899171.6848,45.29732607,10,1200
0.163796414,899533.0724,43.36627851,10,1200
0.162363079,899875.7385,41.53526807,10,1200
0.160932043,900201.0523,39.79697842,10,1200
0.159493875,900510.2288,38.14491788,10,1200
0.158040384,900804.364,36.57322882,10,1200
0.156534041,901084.4674,35.07651833,10,1200
0.155069068,901351.3547,33.65042717,10,1200
0.153736013,901606.0922,32.2892572,10,1200
0.152367765,901839.1732,31.04380728,10,1200
0.150891483,902047.4352,29.93097591,10,1200
0.149437138,902234.7784,28.92992273,10,1200
0.148048434,902404.4266,28.02342266,10,1200
0.146715317,902558.994,27.19750508,10,1200
0.145424109,902700.5976,26.44085729,10,1200
0.144161494,902830.9626,25.74426148,10,1200
0.142921044,902951.5067,25.10014672,10,1200
0.141700022,903063.4077,24.50221632,10,1200
0.140490871,903167.6569,23.94517003,10,1200
0.139297813,903265.0898,23.42454443,10,1200
0.13811859,903356.4179,22.9365427,10,1200
0.136946512,903442.2542,22.4778907,10,1200
0.135783783,903523.1299,22.0457452,10,1200
0.134623351,903599.5094,21.63761906,10,1200
0.133461056,903671.7937,21.25137269,10,1200
0.13229748,903740.3337,20.88513408,10,1200
0.131138699,903805.4431,20.53722523,10,1200
0.129985868,903867.3993,20.20616579,10,1200
0.128839605,903926.4484,19.89064071,10,1200
0.12770012,903982.8103,19.589476,10,1200
0.126565794,904036.6828,19.30161465,10,1200
0.125436454,904088.2441,19.02610386,10,1200
0.124311504,904137.6545,18.76208609,10,1200
0.123189917,904185.0596,18.50878366,10,1200
0.122071073,904230.592,18.26548663,10,1200
0.120954742,904274.3723,18.03155121,10,1200
0.119841873,904316.5094,17.80639792,10,1200
0.118732792,904357.1028,17.58949558,10,1200
0.11762642,904396.2446,17.38034866,10,1200
0.116521634,904434.0202,17.1785003,10,1200
0.115418955,904470.5074,16.98353645,10,1200
0.11431905,904505.7772,16.79507968,10,1200
0.113222052,904539.8954,16.61277808,10,1200
0.112127243,904572.9234,16.43630202,10,1200
0.111034107,904604.9183,16.26534504,10,1200
0.109942106,904635.9332,16.09962356,10,1200
0.108851427,904666.0171,15.93887858,10,1200
0.107763241,904695.2148,15.78287078,10,1200
0.106677031,904723.5689,15.63136987,10,1200
0.105591407,904751.1201,15.484157,10,1200
0.104506955,904777.9058,15.34103566,10,1200
0.103424984,904803.9599,15.20182621,10,1200
0.102345047,904829.3147,15.06635431,10,1200
0.101266301,904854.0013,14.93445208,10,1200
0.100188512,904878.0489,14.80596328,10,1200
0.09911198,904901.4847,14.68074356,10,1200
0.098037035,904924.3341,14.55865806,10,1200
0.096964114,904946.6208,14.43958263,10,1200
0.095893491,904968.3664,14.32339952,10,1200
0.094823991,904989.593,14.20998708,10,1200
0.093754034,905010.3226,14.09922796,10,1200
0.092684587,905030.5739,13.99102612,10,1200
0.091618379,905050.3638,13.88529465,10,1200
0.090554688,905069.7087,13.78194129,10,1200
0.08949203,905088.6256,13.68087391,10,1200
0.088430199,905107.131,13.58200385,10,1200
0.087368639,905125.24,13.48525181,10,1200
0.086308523,905142.9658,13.39054902,10,1200
0.085250898,905160.3212,13.29782834,10,1200
0.084195462,905177.3184,13.20702173,10,1200
0.083141251,905193.9702,13.1180606,10,1200
0.082087618,905210.2885,13.03088039,10,1200
0.081034785,905226.2843,12.94542435,10,1200
0.079983822,905241.9677,12.86163904,10,1200
0.078935003,905257.3484,12.77947228,10,1200
0.077887833,905272.436,12.69887188,10,1200
0.076842218,905287.24,12.61978721,10,1200
0.075798123,905301.7691,12.54217178,10,1200
0.074755707,905316.0317,12.46598107,10,1200
0.073715214,905330.0355,12.39117406,10,1200
0.072676858,905343.788,12.31771107,10,1200
0.071640197,905357.297,12.24554886,10,1200
0.070605288,905370.57,12.17464849,10,1200
0.069573211,905383.613,12.10497898,10,1200
0.068544004,905396.4321,12.03650661,10,1200
0.067516769,905409.0343,11.96919161,10,1200
0.066491663,905421.4264,11.90300066,10,1200
0.065470423,905433.613,11.83791066,10,1200
0.064453281,905445.5995,11.77388939,10,1200
0.063438973,905457.3927,11.71089975,10,1200
0.062425193,905468.9981,11.64891334,10,1200
0.061413429,905480.4196,11.5879118,10,1200
0.060402479,905491.6605,11.52787436,10,1200
0.059388949,905502.7275,11.46876553,10,1200
0.058376111,905513.6248,11.41056654,10,1200
0.057363995,905524.3549,11.35326524,10,1200
0.056354802,905534.9227,11.29682694,10,1200
0.055348513,905545.3344,11.24121989,10,1200
0.054342425,905555.5927,11.18643777,10,1200
0.053341603,905565.698,11.13247881,10,1200
0.052342402,905575.6565,11.07929893,10,1200
0.051342412,905585.4726,11.02687807,10,1200
0.050350325,905595.151,10.97519598,10,1200
0.049359478,905604.6955,10.92422879,10,1200
0.048372788,905614.0477,10.87436879,10,1200
0.047360811,905623.2675,10.82522032,10,1200
0.046342032,905632.4277,10.77629635,10,1200
0.045352653,905641.4737,10.72796582,10,1200
0.044375054,905650.3909,10.68033748,10,1200
0.043411423,905659.182,10.63339442,10,1200
0.042458579,905667.8508,10.58711061,10,1200
0.041516967,905676.3884,10.54154844,10,1200
0.04057801,905684.8854,10.49610976,10,1200
0.03964062,905693.2317,10.45152919,10,1200
0.038710374,905701.3994,10.407998,10,1200
0.037784892,905709.5155,10.3646765,10,1200
0.036863656,905717.5282,10.32190952,10,1200
0.035946484,905725.4394,10.2796872,10,1200
0.035032688,905733.2518,10.23799365,10,1200
0.034122477,905740.9678,10.19681513,10,1200
0.033215845,905748.5896,10.15614116,10,1200
0.032313414,905756.1189,10.11596251,10,1200
0.031415513,905763.5573,10.07627016,10,1200
0.030522555,905770.9068,10.03705447,10,1200
0.029634635,905778.1691,9.998305633,10,1200
0.02875211,905785.3458,9.960014387,10,1200
0.027875345,905792.4386,9.922172403,10,1200
0.027004704,905799.4491,9.884771375,10,1200
0.026140421,905806.3787,9.847802835,10,1200
0.025282795,905813.2291,9.811258743,10,1200
0.024432226,905820.0015,9.775131645,10,1200
0.023589003,905826.6974,9.73941392,10,1200
0.022753319,905833.3183,9.704097844,10,1200
0.021925521,905839.8655,9.669176232,10,1200
0.021106017,905846.3403,9.634642335,10,1200
0.020295139,905852.7441,9.600488919,10,1200
0.019493219,905859.0781,9.566709134,10,1200
0.018700905,905865.3435,9.533296928,10,1200
0.017918689,905871.5414,9.500245897,10,1200
0.017146934,905877.6732,9.467549096,10,1200
0.016385809,905883.7401,9.435200195,10,1200
0.015636046,905889.7432,9.403193243,10,1200
0.014897951,905895.6835,9.371522457,10,1200
0.014171824,905901.5622,9.340182218,10,1200
0.013458232,905907.3803,9.309166557,10,1200
0.012757712,905913.1389,9.278469279,10,1200
0.012070854,905918.8392,9.248084651,10,1200
0.011398128,905924.4822,9.218007171,10,1200
0.010740302,905930.0688,9.188231265,10,1200
0.010097989,905935.6001,9.158751522,10,1200
0.009472049,905941.077,9.129562528,10,1200
0.008863289,905946.5005,9.10065896,10,1200
0.00827269,905951.8717,9.072035458,10,1200
0.007701289,905957.1916,9.043686954,10,1200
0.007150209,905962.4613,9.015608515,10,1200
0.006620711,905967.6815,8.987794783,10,1200
0.006114001,905972.8534,8.960240138,10,1200
0.005631653,905977.9778,8.932939058,10,1200
0.005175208,905983.056,8.905885444,10,1200
0.004746843,905988.0887,8.879075264,10,1200
0.004348698,905993.0783,8.852496533,10,1200
0.003982693,905998.0229,8.826158863,10,1200
0.003656031,906002.9289,8.800028543,10,1200
0.00335853,906007.7945,8.774119026,10,1200
0.003126815,906012.607,8.748489527,10,1200
0.002911154,906017.4354,8.722778322,10,1200
0.002750848,906022.0933,8.697974422,10,1200
0.002848513,906026.9887,8.671912823,10,1200
0.00206335,906031.4664,8.648074392,10,1200
0.00409128,906036.1792,8.622973747,10,1200
0.000272522,906041.264,8.595915872,10,1200
0.006313401,906044.5424,8.578457185,10,1200
-0.000382465,906049.599,8.551498691,10,1200
-0.019879661,906053.554,8.530425246,10,1200
37.84423767,207019.7954,913.7236096,10,800
6.097199346,437600.3866,649.0125559,10,800
-0.354423942,472530.2204,313.0421435,10,800
0.475477142,480454.8221,236.8204127,10,800
0.289813564,484405.8909,198.8179817,10,800
0.293415364,487029.7495,173.5810385,10,800
0.251600175,488954.3557,155.0697148,10,800
0.23800113,490460.85,140.5799039,10,800
0.22303669,491686.2562,128.793672,10,800
0.21450574,492712.6128,118.9219511,10,800
0.207230607,493590.6868,110.4764487,10,800
0.201985551,494354.8687,103.1263881,10,800
0.197533325,495028.9596,96.64284447,10,800
0.193885557,495630.2407,90.85960149,10,800
0.19065131,496171.5131,85.65353636,10,800
0.187791915,496662.542,80.93072428,10,800
0.18518973,497110.911,76.61822381,10,800
0.18280739,497522.6282,72.65824976,10,800
0.180600223,497902.5218,69.00436087,10,800
0.178539992,498254.5316,65.61866511,10,800
0.176602416,498581.9085,62.46989282,10,800
0.174768562,498887.3674,59.53193318,10,800
0.173018114,499173.1999,56.78274432,10,800
0.171349011,499441.3526,54.2036031,10,800
0.169749542,499693.4928,51.77847322,10,800
0.168206814,499931.0615,49.49349489,10,800
0.166710491,500155.3105,47.33662897,10,800
0.165245195,500367.3364,45.29732607,10,800
0.163796414,500568.1071,43.36627851,10,800
0.162363079,500758.477,41.53526807,10,800
0.160932043,500939.2067,39.79697842,10,800
0.159493875,501110.9713,38.14491788,10,800
0.158040384,501274.3796,36.57322882,10,800
0.156534041,501429.9924,35.07651833,10,800
0.155069068,501578.263,33.65042717,10,800
0.153736013,501719.7838,32.2892572,10,800
0.152367765,501849.2732,31.04380728,10,800
0.150891483,501964.9741,29.93097591,10,800
0.149437138,502069.0536,28.92992273,10,800
0.148048434,502163.3026,28.02342266,10,800
0.146715317,502249.1733,27.19750508,10,800
0.145424109,502327.8419,26.44085729,10,800
0.144161494,502400.2669,25.74426148,10,800
0.142921044,502467.2358,25.10014672,10,800
0.141700022,502529.403,24.50221632,10,800
0.140490871,502587.3192,23.94517003,10,800
0.139297813,502641.4485,23.42454443,10,800
0.13811859,502692.1863,22.9365427,10,800
0.136946512,502739.8731,22.4778907,10,800
0.135783783,502784.8041,22.0457452,10,800
0.134623351,502827.2371,21.63761906,10,800
0.133461056,502867.395,21.25137269,10,800
0.13229748,502905.4728,20.88513408,10,800
0.131138699,502941.6447,20.53722523,10,800
0.129985868,502976.0647,20.20616579,10,800
0.128839605,503008.8698,19.89064071,10,800
0.12770012,503040.182,19.589476,10,800
0.126565794,503070.1111,19.30161465,10,800
0.125436454,503098.7563,19.02610386,10,800
0.124311504,503126.2065,18.76208609,10,800
0.123189917,503152.5426,18.50878366,10,800
0.122071073,503177.8384,18.26548663,10,800
0.120954742,503202.1608,18.03155121,10,800
0.119841873,503225.5703,17.80639792,10,800
0.118732792,503248.1221,17.58949558,10,800
0.11762642,503269.8676,17.38034866,10,800
0.116521634,503290.854,17.1785003,10,800
0.115418955,503311.1247,16.98353645,10,800
0.11431905,503330.719,16.79507968,10,800
0.113222052,503349.6736,16.61277808,10,800
0.112127243,503368.0224,16.43630202,10,800
0.111034107,503385.7974,16.26534504,10,800
0.109942106,503403.0279,16.09962356,10,800
0.108851427,503419.7411,15.93887858,10,800
0.107763241,503435.9621,15.78287078,10,800
0.106677031,503451.7143,15.63136987,10,800
0.105591407,503467.0206,15.484157,10,800
0.104506955,503481.9015,15.34103566,10,800
0.103424984,503496.376,15.20182621,10,800
0.102345047,503510.462,15.06635431,10,800
0.101266301,503524.1767,14.93445208,10,800
0.100188512,503537.5365,14.80596328,10,800
0.09911198,503550.5564,14.68074356,10,800
0.098037035,503563.2506,14.55865806,10,800
0.096964114,503575.632,14.43958263,10,800
0.095893491,503587.7129,14.32339952,10,800
0.094823991,503599.5055,14.20998708,10,800
0.093754034,503611.0219,14.09922796,10,800
0.092684587,503622.2726,13.99102612,10,800
0.091618379,503633.267,13.88529465,10,800
0.090554688,503644.0142,13.78194129,10,800
0.08949203,503654.5236,13.68087391,10,800
0.088430199,503664.8043,13.58200385,10,800
0.087368639,503674.8649,13.48525181,10,800
0.086308523,503684.7126,13.39054902,10,800
0.085250898,503694.3544,13.29782834,10,800
0.084195462,503703.7973,13.20702173,10,800
0.083141251,503713.0483,13.1180606,10,800
0.082087618,503722.114,13.03088039,10,800
0.081034785,503731.0006,12.94542435,10,800
0.079983822,503739.7136,12.86163904,10,800
0.078935003,503748.2584,12.77947228,10,800
0.077887833,503756.6404,12.69887188,10,800
0.076842218,503764.8649,12.61978721,10,800
0.075798123,503772.9366,12.54217178,10,800
0.074755707,503780.8602,12.46598107,10,800
0.073715214,503788.6401,12.39117406,10,800
0.072676858,503796.2804,12.31771107,10,800
0.071640197,503803.7854,12.24554886,10,800
0.070605288,503811.1593,12.17464849,10,800
0.069573211,503818.4054,12.10497898,10,800
0.068544004,503825.5271,12.03650661,10,800
0.067516769,503832.5284,11.96919161,10,800
0.066491663,503839.4128,11.90300066,10,800
0.065470423,503846.1831,11.83791066,10,800
0.064453281,503852.8424,11.77388939,10,800
0.063438973,503859.3941,11.71089975,10,800
0.062425193,503865.8416,11.64891334,10,800
0.061413429,503872.1868,11.5879118,10,800
0.060402479,503878.4318,11.52787436,10,800
0.059388949,503884.5801,11.46876553,10,800
0.058376111,503890.6342,11.41056654,10,800
0.057363995,503896.5953,11.35326524,10,800
0.056354802,503902.4663,11.29682694,10,800
0.055348513,503908.2506,11.24121989,10,800
0.054342425,503913.9497,11.18643777,10,800
0.053341603,503919.5637,11.13247881,10,800
0.052342402,503925.0962,11.07929893,10,800
0.051342412,503930.5496,11.02687807,10,800
0.050350325,503935.9265,10.97519598,10,800
0.049359478,503941.2289,10.92422879,10,800
0.048372788,503946.4246,10.87436879,10,800
0.047360811,503951.5467,10.82522032,10,800
0.046342032,503956.6357,10.77629635,10,800
0.045352653,503961.6613,10.72796582,10,800
0.044375054,503966.6153,10.68033748,10,800
0.043411423,503971.4993,10.63339442,10,800
0.042458579,503976.3153,10.58711061,10,800
0.041516967,503981.0584,10.54154844,10,800
0.04057801,503985.7789,10.49610976,10,800
0.03964062,503990.4157,10.45152919,10,800
0.038710374,503994.9533,10.407998,10,800
0.037784892,503999.4623,10.3646765,10,800
0.036863656,504003.9138,10.32190952,10,800
0.035946484,504008.3089,10.2796872,10,800
0.035032688,504012.6491,10.23799365,10,800
0.034122477,504016.9358,10.19681513,10,800
0.033215845,504021.1701,10.15614116,10,800
0.032313414,504025.353,10.11596251,10,800
0.031415513,504029.4855,10.07627016,10,800
0.030522555,504033.5686,10.03705447,10,800
0.029634635,504037.6032,9.998305633,10,800
0.02875211,504041.5902,9.960014387,10,800
0.027875345,504045.5307,9.922172403,10,800
0.027004704,504049.4254,9.884771375,10,800
0.026140421,504053.2752,9.847802835,10,800
0.025282795,504057.0809,9.811258743,10,800
0.024432226,504060.8434,9.775131645,10,800
0.023589003,504064.5634,9.73941392,10,800
0.022753319,504068.2416,9.704097844,10,800
0.021925521,504071.879,9.669176232,10,800
0.021106017,504075.4761,9.634642335,10,800
0.020295139,504079.0337,9.600488919,10,800
0.019493219,504082.5526,9.566709134,10,800
0.018700905,504086.0334,9.533296928,10,800
0.017918689,504089.4767,9.500245897,10,800
0.017146934,504092.8832,9.467549096,10,800
0.016385809,504096.2537,9.435200195,10,800
0.015636046,504099.5887,9.403193243,10,800
0.014897951,504102.8889,9.371522457,10,800
0.014171824,504106.1549,9.340182218,10,800
0.013458232,504109.3871,9.309166557,10,800
0.012757712,504112.5864,9.278469279,10,800
0.012070854,504115.7532,9.248084651,10,800
0.011398128,504118.8882,9.218007171,10,800
0.010740302,504121.9919,9.188231265,10,800
0.010097989,504125.0648,9.158751522,10,800
0.009472049,504128.1076,9.129562528,10,800
0.008863289,504131.1206,9.10065896,10,800
0.00827269,504134.1046,9.072035458,10,800
0.007701289,504137.0601,9.043686954,10,800
0.007150209,504139.9877,9.015608515,10,800
0.006620711,504142.8878,8.987794783,10,800
0.006114001,504145.7611,8.960240138,10,800
0.005631653,504148.608,8.932939058,10,800
0.005175208,504151.4292,8.905885444,10,800
0.004746843,504154.2251,8.879075264,10,800
0.004348698,504156.9972,8.852496533,10,800
0.003982693,504159.7442,8.826158863,10,800
0.003656031,504162.4697,8.800028543,10,800
0.00335853,504165.1728,8.774119026,10,800
0.003126815,504167.8464,8.748489527,10,800
0.002911154,504170.5289,8.722778322,10,800
0.002750848,504173.1166,8.697974422,10,800
0.002848513,504175.8363,8.671912823,10,800
0.00206335,504178.3239,8.648074392,10,800
0.00409128,504180.9421,8.622973747,10,800
0.000272522,504183.767,8.595915872,10,800
0.006313401,504185.5883,8.578457185,10,800
-0.000382465,504188.3975,8.551498691,10,800
-0.019879661,504190.5947,8.530425246,10,800
84.24551995,273536.3443,1121.233014,15,1000
14.04446784,590757.4788,794.2531616,15,1000
-0.106646428,650895.4583,381.0747836,15,1000
0.879655082,664264.6367,289.22322,15,1000
0.718976534,670998.5361,242.9595331,15,1000
0.616093036,675465.2109,212.2723905,15,1000
0.543013507,678753.2067,189.6831139,15,1000
0.495611008,681326.1148,172.0066805,15,1000
0.461105995,683421.2343,157.6127804,15,1000
0.435786047,685176.6834,145.5525021,15,1000
0.416055192,686679.4157,135.2284484,15,1000
0.400282796,687987.644,126.2406803,15,1000
0.38722149,689141.998,118.3100619,15,1000
